Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf,possW,possL,possDiff,scoreDiff
2005,137,1235,64,1278,53,N,0,25,57,2,8,12,19,15,24,11,13,12,8,17,21,63,5,23,6,10,20,21,8,17,9,1,18,0.992248062,0.815384615,0.176863447,11
2005,137,1257,68,1418,62,N,0,22,57,6,22,18,27,16,20,12,11,5,2,19,24,53,4,12,10,18,13,24,14,18,7,0,21,1.038167939,0.925373134,0.112794805,6
2005,137,1277,89,1330,81,N,0,29,51,3,14,28,36,5,25,11,13,9,1,22,26,61,7,20,22,26,10,20,13,15,9,1,29,1.155844156,1.025316456,0.1305277,8
2005,137,1280,93,1390,70,N,0,32,57,9,17,20,26,10,29,13,9,3,6,19,24,63,4,18,18,25,12,18,9,5,6,3,19,1.347826087,1.02189781,0.325928277,23
2005,137,1301,75,1150,63,N,0,26,59,4,19,19,22,11,22,14,16,14,8,10,23,58,8,21,9,14,12,24,11,20,8,2,18,1,0.863013699,0.136986301,12
2005,137,1314,96,1324,68,N,0,37,58,12,19,10,19,15,24,27,15,9,3,13,25,58,6,15,12,18,11,11,12,10,9,0,16,1.422222222,1.03030303,0.391919192,28
2005,137,1329,63,1368,50,N,0,18,37,4,7,23,29,8,22,13,17,11,1,13,20,45,3,10,7,10,5,14,10,17,12,2,22,1.041322314,0.806451613,0.234870701,13
2005,137,1356,65,1388,56,N,0,25,61,4,12,11,14,12,21,12,10,8,2,22,17,51,4,20,18,22,16,26,3,20,2,2,17,0.984848485,0.848484848,0.136363636,9
2005,137,1436,60,1393,57,N,1,22,59,7,21,9,11,13,17,14,16,10,0,12,23,55,3,12,8,9,14,23,8,24,9,3,12,0.888888889,0.820143885,0.068745004,3
2005,137,1437,55,1307,47,N,0,15,53,8,29,17,24,18,29,9,20,12,4,15,17,57,4,25,9,12,12,23,6,17,9,4,20,0.820895522,0.691176471,0.129719052,8
2005,137,1458,57,1320,52,N,0,20,48,11,26,6,10,5,25,14,8,3,2,13,22,53,4,17,4,8,8,27,8,8,4,2,15,1.017857143,0.912280702,0.105576441,5
2005,138,1112,85,1412,63,N,0,30,57,7,22,18,23,11,28,16,16,7,7,14,21,64,6,30,15,18,15,17,15,14,9,2,22,1.156462585,0.875,0.281462585,22
2005,138,1228,71,1305,59,N,0,26,49,2,12,17,20,6,26,18,16,9,3,18,20,54,3,9,16,25,12,20,10,14,10,1,17,1.028985507,0.861313869,0.167671639,12
2005,138,1246,69,1153,60,N,0,25,49,7,12,12,18,7,29,16,15,7,5,17,20,61,7,26,13,19,16,21,10,10,4,4,19,1.045454545,0.930232558,0.115221987,9
2005,138,1403,71,1211,69,N,0,29,59,4,11,9,16,8,24,18,7,7,1,14,29,62,2,13,9,18,17,27,14,13,2,1,17,1.075757576,1.029850746,0.045906829,2
2005,138,1428,67,1328,58,N,0,22,37,5,8,18,28,9,30,15,20,2,2,19,21,66,2,19,14,19,19,14,3,7,8,3,24,1.080645161,0.913385827,0.167259335,9
2005,138,1449,97,1334,79,N,0,36,64,9,23,16,19,12,23,17,7,2,3,20,30,67,8,24,11,17,17,14,13,8,4,1,18,1.416058394,1.187969925,0.228088469,18
2005,138,1452,111,1448,105,N,2,37,70,7,21,30,39,10,25,20,11,5,5,26,36,71,9,23,24,36,17,29,23,18,7,3,28,1.226519337,1.166666667,0.05985267,6
2005,138,1454,83,1130,75,N,0,26,55,11,24,20,22,10,16,17,16,11,5,26,23,50,4,11,25,35,15,21,16,22,6,2,22,1.152777778,1.006711409,0.146066368,8
2005,139,1181,63,1280,55,N,0,19,50,8,21,17,21,13,30,8,16,8,6,22,20,62,4,13,11,21,18,21,9,10,7,5,19,0.992125984,0.852713178,0.139412806,8
2005,139,1257,76,1210,54,N,0,22,42,10,21,22,28,9,28,10,11,1,7,15,20,53,6,16,8,10,7,15,11,7,7,0,21,1.310344828,0.931034483,0.379310345,22
2005,139,1277,72,1436,61,N,0,27,56,2,12,16,22,12,27,12,9,4,4,16,22,70,7,22,10,14,23,18,5,9,4,0,19,1.125,0.968253968,0.156746032,11
2005,139,1301,65,1163,62,N,0,20,50,10,20,15,17,7,19,13,13,10,4,18,22,52,2,14,16,18,9,22,9,14,3,4,16,1.007751938,0.939393939,0.068357999,3
2005,139,1314,92,1235,65,N,0,31,65,8,25,22,37,15,35,20,13,14,4,18,27,76,4,13,7,17,20,27,20,17,8,2,23,1.128834356,0.797546012,0.331288344,27
2005,139,1329,85,1356,77,N,0,25,46,6,12,29,33,8,22,18,14,3,0,23,23,56,6,19,25,30,12,16,14,11,8,0,28,1.240875912,1.1,0.140875912,8
2005,139,1437,76,1196,65,N,0,24,58,3,11,25,35,17,27,10,14,11,4,23,20,52,7,18,18,25,10,24,9,19,6,4,30,1.048275862,0.884353741,0.163922121,11
2005,139,1458,71,1137,62,N,0,21,46,7,17,22,29,8,22,14,7,5,1,12,23,50,5,15,11,14,7,22,13,10,4,2,24,1.193277311,1.033333333,0.159943978,9
2005,143,1112,79,1329,78,N,0,31,47,7,14,10,17,8,23,17,14,3,5,17,29,66,10,23,10,13,16,11,17,8,10,0,17,1.284552846,1.209302326,0.07525052,1
2005,143,1228,77,1454,63,N,0,28,57,9,20,12,15,8,25,20,9,7,2,20,22,57,7,29,12,18,13,22,12,12,4,3,12,1.175572519,0.969230769,0.20634175,14
2005,143,1257,93,1449,79,N,0,31,56,11,26,20,28,10,34,17,17,8,4,18,28,67,6,25,17,28,13,20,15,11,9,0,25,1.207792208,1,0.207792208,14
2005,143,1452,65,1403,60,N,0,24,51,9,22,8,13,11,20,14,18,5,3,15,24,56,1,8,11,16,15,19,10,16,11,1,15,1.007751938,0.923076923,0.084675015,5
2005,144,1246,62,1428,52,N,0,24,39,4,13,10,19,4,21,10,14,6,2,25,17,41,4,10,14,28,9,16,10,12,5,0,20,1.05982906,0.896551724,0.163277336,10
2005,144,1277,78,1181,68,N,0,27,65,5,14,19,23,16,22,12,16,13,0,22,22,51,7,23,17,24,9,24,8,22,11,2,22,1.019607843,0.894736842,0.124871001,10
2005,144,1314,67,1437,66,N,0,20,48,8,19,19,24,12,30,11,17,3,3,24,23,61,8,28,12,19,14,19,7,9,5,5,21,1.030769231,1.007633588,0.023135643,1
2005,144,1458,65,1301,56,N,0,21,42,4,10,19,25,4,31,7,18,2,0,14,19,50,9,22,9,13,2,19,12,13,10,5,25,0.948905109,0.82962963,0.11927548,9
2005,145,1228,90,1112,89,N,1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10,1.161290323,1.163398693,-0.00210837,1
2005,145,1257,93,1452,85,N,1,32,58,11,28,18,29,15,19,19,11,8,4,18,26,47,18,27,15,19,4,15,23,14,5,2,19,1.357664234,1.278195489,0.079468745,8
2005,146,1277,94,1246,88,N,2,30,64,10,19,24,30,17,23,15,13,6,3,20,31,69,9,19,17,23,16,21,14,11,7,3,25,1.253333333,1.165562914,0.087770419,6
2005,146,1314,88,1458,82,N,0,34,64,5,16,15,18,12,21,19,9,5,5,15,30,61,11,24,11,13,10,19,17,12,5,0,17,1.257142857,1.179856115,0.077286742,6
2005,152,1228,72,1257,57,N,0,27,56,12,30,6,8,10,28,21,7,4,0,12,21,54,6,20,9,12,7,19,10,5,5,4,13,1.263157895,0.982758621,0.280399274,15
2005,152,1314,87,1277,71,N,0,35,71,6,20,11,17,13,38,18,13,5,6,17,25,74,7,23,14,18,15,27,15,12,10,4,19,1.094339623,0.8875,0.206839623,16
2005,154,1314,75,1228,70,N,0,27,52,9,16,12,19,8,26,12,10,4,2,13,27,70,12,40,4,6,17,22,18,8,8,1,18,1.181102362,1.09375,0.087352362,5
2006,134,1284,71,1214,49,N,0,27,61,10,26,7,9,7,31,21,9,2,10,11,19,63,4,15,7,13,15,27,7,13,4,4,11,1.051851852,0.725925926,0.325925926,22
2006,136,1104,90,1266,85,N,0,28,55,12,23,22,31,16,16,15,14,4,3,17,32,61,7,22,14,19,13,15,13,12,9,4,22,1.313868613,1.223021583,0.09084703,5
2006,136,1130,88,1334,76,N,2,29,57,6,23,24,29,7,23,22,8,12,2,16,26,63,10,25,14,18,14,23,18,15,4,2,22,1.213793103,1.04109589,0.172697213,12
2006,136,1181,70,1380,54,N,0,24,49,5,15,17,20,9,26,15,20,9,8,11,22,62,4,13,6,10,16,16,8,16,14,4,20,1,0.805970149,0.194029851,16
2006,136,1196,76,1375,50,N,0,29,59,10,25,8,10,8,31,21,11,8,7,9,19,55,9,20,3,6,7,24,8,16,7,3,17,1.134328358,0.746268657,0.388059701,26
2006,136,1203,88,1423,85,N,1,31,66,10,22,16,22,15,19,16,10,6,1,20,32,54,11,22,10,18,8,25,20,15,2,1,22,1.222222222,1.214285714,0.007936508,3
2006,136,1211,79,1462,75,N,0,26,50,6,12,21,27,8,25,11,10,4,4,25,21,51,10,28,23,33,10,21,14,8,4,1,20,1.20610687,1.145038168,0.061068702,4
2006,136,1228,78,1102,69,N,0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13,1.278688525,1.15,0.128688525,9
2006,136,1231,87,1361,83,N,0,35,71,8,26,9,16,15,16,14,9,11,0,16,31,55,10,18,11,15,10,26,15,16,7,2,19,1.191780822,1.211678832,-0.01989801,4
2006,136,1261,80,1233,64,N,0,27,51,5,10,21,27,9,30,16,18,8,11,17,23,61,3,18,15,25,13,16,6,15,10,3,19,1.088435374,0.847682119,0.240753255,16
2006,136,1285,87,1305,79,N,0,29,56,6,12,23,27,10,22,18,8,2,2,12,33,70,5,18,8,10,17,19,15,9,5,7,23,1.288888889,1.179104478,0.109784411,8
2006,136,1397,63,1457,61,N,0,24,53,5,21,10,14,11,22,12,13,6,6,15,22,56,7,24,10,17,15,20,14,15,7,3,15,1.016129032,0.945736434,0.070392598,2
2006,136,1401,66,1393,58,N,0,20,56,7,20,19,22,14,24,14,10,8,5,19,20,51,4,19,14,21,11,24,12,12,6,2,16,1.047619048,0.928,0.119619048,8
2006,136,1417,78,1125,44,N,0,30,56,4,13,14,17,9,36,20,14,11,4,14,17,59,4,19,6,13,9,18,9,14,8,3,16,1.122302158,0.624113475,0.498188683,34
2006,136,1449,75,1429,61,N,0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14,1.153846154,0.884057971,0.269788183,14
2006,136,1454,82,1328,74,N,0,25,55,6,20,26,32,10,22,13,12,8,1,15,32,61,5,14,5,8,10,25,18,18,8,4,25,1.123287671,1.01369863,0.109589041,8
2006,136,1455,86,1371,66,N,0,27,57,10,22,22,32,14,30,19,15,6,3,20,21,61,6,20,18,19,11,25,10,13,10,6,24,1.162162162,0.910344828,0.251817335,20
2006,137,1112,94,1458,75,N,0,35,59,5,10,19,23,11,25,19,9,9,6,19,25,58,10,20,15,22,12,15,19,10,4,3,17,1.372262774,1.119402985,0.252859789,19
2006,137,1133,77,1242,73,N,0,23,52,11,21,20,32,11,24,17,16,6,1,17,26,58,7,18,14,19,11,25,11,18,12,1,25,1.054794521,0.979865772,0.074928749,4
2006,137,1137,59,1116,55,N,0,17,44,11,21,14,18,8,21,10,14,10,2,17,19,47,2,12,15,24,12,20,13,13,4,4,15,1,0.916666667,0.083333333,4
2006,137,1163,72,1107,59,N,0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14,1.170731707,0.983333333,0.187398374,13
2006,137,1206,75,1277,65,N,0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23,1.136363636,0.977443609,0.158920027,10
2006,137,1207,54,1320,49,N,0,20,46,5,19,9,14,8,24,15,9,4,4,12,17,48,7,26,8,12,9,22,10,8,4,3,15,1,0.924528302,0.075471698,5
2006,137,1246,69,1412,64,N,0,19,61,5,25,26,30,20,27,12,8,2,3,16,25,58,5,24,9,17,13,25,17,10,5,7,20,1.078125,1.007874016,0.070250984,5
2006,137,1272,94,1331,78,N,0,37,61,11,22,9,16,12,21,16,13,10,2,21,28,53,7,15,15,20,7,17,14,13,4,4,17,1.342857143,1.130434783,0.21242236,16
2006,137,1301,58,1143,52,N,0,21,42,5,16,11,17,7,18,10,11,5,1,15,20,47,5,16,7,10,9,17,9,13,7,1,18,1.064220183,0.928571429,0.135648755,6
2006,137,1314,69,1293,65,N,0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19,1.053435115,0.970149254,0.083285861,4
2006,137,1322,64,1234,63,N,0,23,60,9,23,9,14,14,17,17,11,9,4,21,18,41,6,18,21,26,9,27,10,19,4,5,17,1,0.984375,0.015625,1
2006,137,1326,70,1172,62,N,0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20,1.06870229,0.932330827,0.136371463,8
2006,137,1338,79,1245,64,N,0,31,46,6,14,11,15,4,24,18,12,4,7,13,23,59,9,22,9,13,14,15,12,10,6,1,19,1.284552846,1.040650407,0.243902439,15
2006,137,1400,60,1335,52,N,0,18,45,2,10,22,26,14,28,7,11,4,6,14,17,53,10,27,8,13,11,10,10,8,4,1,20,1.090909091,0.920353982,0.170555109,8
2006,137,1437,58,1284,45,N,0,16,52,7,25,19,23,15,25,7,13,13,1,17,14,41,4,17,13,17,6,25,12,18,7,3,17,0.943089431,0.731707317,0.211382114,13
2006,137,1452,64,1356,46,N,0,22,50,11,32,9,11,9,22,15,11,8,3,10,20,47,4,13,2,4,6,20,12,15,7,2,14,1.113043478,0.793103448,0.31994003,18
2006,138,1130,69,1285,56,N,0,27,63,8,17,7,9,15,29,16,8,2,9,11,20,55,7,20,9,11,6,23,19,7,3,3,13,1.140495868,0.910569106,0.229926762,13
2006,138,1181,74,1203,61,N,0,21,44,6,16,26,37,9,30,12,18,4,10,15,21,68,5,18,14,19,19,20,10,14,8,3,29,1.034965035,0.84137931,0.193585725,13
2006,138,1196,82,1454,60,N,0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,61,7,20,9,17,14,19,10,11,6,3,18,1.251908397,0.902255639,0.349652758,22
2006,138,1211,90,1231,80,N,0,28,61,2,11,32,41,14,27,13,7,9,2,14,31,69,16,36,2,6,14,24,18,13,2,3,29,1.208053691,1.126760563,0.081293128,10
2006,138,1261,58,1401,57,N,0,19,54,2,12,18,23,12,23,5,13,4,6,12,22,53,6,13,7,12,10,26,9,17,7,3,22,0.872180451,0.863636364,0.008544087,1
2006,138,1417,62,1104,59,N,0,24,47,9,25,5,13,7,14,17,11,5,4,20,19,39,2,11,19,25,10,20,10,15,7,3,15,1.07826087,1.044247788,0.034013082,3
2006,138,1449,67,1228,64,N,0,17,45,5,15,28,39,8,27,8,11,5,5,17,25,63,5,18,9,11,10,25,15,12,4,0,28,0.992592593,0.907801418,0.084791174,3
2006,138,1455,80,1397,73,N,0,24,48,9,15,23,29,9,25,16,13,3,2,12,27,67,10,29,9,13,18,20,15,10,9,7,20,1.203007519,1.114503817,0.088503702,7
2006,139,1133,72,1338,66,N,0,22,59,2,6,26,32,16,24,14,8,8,2,16,25,61,6,20,10,11,12,26,11,14,2,2,23,1.074626866,0.96350365,0.111123216,6
2006,139,1163,87,1246,83,N,0,31,62,4,13,21,30,13,22,16,12,7,1,16,29,62,8,24,17,18,11,23,15,14,7,1,21,1.144736842,1.121621622,0.02311522,4
2006,139,1206,65,1314,60,N,0,23,58,4,16,15,19,11,27,14,8,7,2,8,23,64,10,30,4,4,13,27,16,13,3,10,15,1.007751938,0.909090909,0.098661029,5
2006,139,1207,70,1326,52,N,0,27,58,6,14,10,12,12,25,18,8,6,5,10,19,47,5,16,9,9,3,21,10,11,4,4,14,1.166666667,0.87394958,0.292717087,18
2006,139,1272,72,1137,56,N,0,23,48,7,16,19,26,7,18,15,9,10,2,20,15,41,2,12,24,29,11,22,8,19,4,0,20,1.142857143,0.881889764,0.260967379,16
2006,139,1400,75,1301,54,N,0,26,56,8,19,15,19,9,29,17,10,8,3,14,22,56,3,22,7,12,6,22,10,13,7,3,17,1.127819549,0.782608696,0.345210853,21
2006,139,1437,82,1112,78,N,0,28,52,9,19,17,20,12,19,13,13,6,4,19,28,65,5,17,17,20,20,14,15,10,7,2,19,1.301587302,1.2,0.101587302,4
2006,139,1452,67,1322,54,N,0,18,46,7,22,24,33,8,20,11,14,13,2,15,21,55,6,20,6,11,17,24,13,24,7,3,24,0.97810219,0.8,0.17810219,13
2006,143,1261,62,1181,54,N,0,24,61,2,7,12,23,16,29,14,15,7,9,16,18,65,5,26,13,16,17,27,12,16,9,5,18,0.867132867,0.75,0.117132867,8
2006,143,1272,80,1133,64,N,0,31,60,6,15,12,18,11,30,11,13,10,7,18,20,60,5,16,19,27,14,21,6,17,4,3,18,1.126760563,0.836601307,0.290159256,16
2006,143,1400,74,1452,71,N,0,28,58,4,19,14,20,17,28,19,13,8,1,12,25,55,15,33,6,8,3,13,19,8,3,1,14,1.15625,1.109375,0.046875,3
2006,143,1417,73,1211,71,N,0,23,57,6,21,21,30,12,20,12,10,5,4,22,24,51,3,10,20,26,11,26,14,17,3,4,22,1.042857143,1.014285714,0.028571429,2
2006,144,1163,98,1449,92,N,1,27,51,10,19,34,47,10,32,15,26,7,5,20,34,80,6,20,18,23,17,21,9,17,19,3,33,1.082872928,1.005464481,0.077408447,6
2006,144,1196,57,1207,53,N,0,19,45,5,13,14,17,9,22,7,12,4,8,14,21,54,5,21,6,8,13,19,15,12,8,4,16,1.008849558,0.929824561,0.079024996,4
2006,144,1206,63,1455,55,N,0,20,44,8,16,15,23,2,30,12,9,5,5,16,20,64,3,24,12,17,17,26,8,9,4,1,21,1.008,0.852713178,0.155286822,8
2006,144,1437,60,1130,59,N,1,21,60,4,19,14,20,15,21,9,11,11,2,21,23,49,5,19,8,17,11,28,18,21,5,6,21,0.909090909,0.874074074,0.035016835,1
2006,145,1261,70,1400,60,N,1,28,66,3,18,11,16,9,33,18,10,8,7,13,21,69,10,29,8,11,14,31,14,12,7,7,16,0.933333333,0.827586207,0.105747126,10
2006,145,1417,50,1272,45,N,0,14,40,2,8,20,39,13,23,7,17,4,2,14,17,54,2,17,9,15,16,25,5,18,8,1,29,0.787401575,0.708661417,0.078740157,5
2006,146,1196,75,1437,62,N,0,22,54,4,17,27,31,19,34,14,16,2,8,22,18,73,4,23,22,27,26,14,8,6,6,6,24,1.127819549,0.932330827,0.195488722,13
2006,146,1206,86,1163,84,N,1,30,60,9,18,17,25,15,22,13,11,6,2,17,31,66,7,22,15,19,14,20,15,9,6,7,20,1.255474453,1.191489362,0.063985091,2
2006,152,1196,73,1206,58,N,0,23,53,12,25,15,19,16,24,8,15,5,4,12,23,56,2,11,10,14,11,16,6,11,8,2,15,1.18699187,0.920634921,0.266356949,15
2006,152,1417,59,1261,45,N,0,21,51,5,18,12,17,15,27,10,17,10,5,24,16,50,0,6,13,28,14,19,4,15,9,7,18,0.959349593,0.692307692,0.267041901,14
2006,154,1196,73,1417,57,N,0,26,58,6,19,15,20,9,26,21,6,7,10,13,22,61,3,17,10,14,14,26,11,12,3,1,22,1.123076923,0.863636364,0.259440559,16
2007,134,1310,77,1197,69,N,0,24,62,8,27,21,28,17,25,10,11,5,2,17,29,64,4,17,7,18,15,27,13,13,6,3,26,1.1,0.971830986,0.128169014,8
2007,136,1130,84,1403,75,N,0,30,57,8,20,16,20,11,24,16,8,3,9,10,30,65,7,17,8,9,11,16,11,6,4,0,15,1.3125,1.162790698,0.149709302,9
2007,136,1139,57,1330,46,N,0,19,46,9,24,10,16,9,26,11,11,6,3,15,18,55,4,20,6,7,12,22,4,11,8,4,21,1.017857143,0.8,0.217857143,11
2007,136,1207,80,1125,55,N,0,29,53,7,16,15,20,12,27,17,12,9,4,16,20,56,6,26,9,17,15,15,10,12,6,1,16,1.26984127,0.894308943,0.375532327,25
2007,136,1231,70,1211,57,N,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17,1.044776119,0.838235294,0.206540825,13
2007,136,1257,78,1390,58,N,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22,1.114285714,0.846715328,0.267570386,20
2007,136,1268,82,1172,70,N,0,31,68,6,17,14,19,19,35,19,22,8,4,15,24,70,10,37,12,14,13,22,17,17,13,2,17,1.01863354,0.864197531,0.15443601,12
2007,136,1277,61,1266,49,N,0,22,41,4,10,13,15,4,24,17,15,6,3,18,15,47,10,29,9,15,12,17,7,15,6,4,19,1.025210084,0.852173913,0.173036171,12
2007,136,1314,86,1184,65,N,0,37,57,6,13,6,11,11,27,24,22,7,6,8,28,59,6,22,3,6,6,10,14,16,12,1,13,1.170068027,0.902777778,0.267290249,21
2007,136,1326,78,1148,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12,1.21875,0.890625,0.328125,21
2007,136,1338,79,1460,58,N,0,30,55,10,21,9,14,8,36,21,17,3,7,12,23,69,5,20,7,12,13,17,12,8,9,1,15,1.112676056,0.828571429,0.284104628,21
2007,136,1401,68,1335,52,N,0,24,51,5,13,15,27,11,29,10,8,4,5,13,21,58,4,20,6,8,8,19,8,10,2,1,19,1.105691057,0.8125,0.293191057,16
2007,136,1417,70,1451,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,13,38,1,6,15,22,6,19,8,17,5,3,13,1.12,0.7,0.42,28
2007,136,1433,79,1181,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,27,58,3,11,20,32,18,24,11,17,5,6,19,1.128571429,1.054794521,0.073776908,2
2007,136,1435,77,1203,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16,1.184615385,0.661654135,0.522961249,33
2007,136,1450,70,1331,54,N,0,27,57,5,13,11,12,11,25,12,6,3,8,16,19,53,6,21,10,16,14,20,11,12,3,4,13,1.206896552,0.915254237,0.291642314,16
2007,136,1462,79,1140,77,N,0,24,56,8,17,23,29,13,24,12,10,3,4,19,29,67,9,19,10,13,15,21,10,10,2,2,23,1.17037037,1.124087591,0.046282779,2
2007,137,1196,112,1238,69,N,0,43,73,10,28,16,27,24,38,27,12,5,6,13,25,69,6,22,13,14,7,12,10,8,8,1,20,1.503355705,0.896103896,0.607251809,43
2007,137,1242,107,1310,67,N,0,40,74,13,22,14,26,13,37,29,12,14,7,26,21,66,2,19,23,34,16,27,9,21,12,1,17,1.244186047,0.761363636,0.48282241,40
2007,137,1246,67,1437,58,N,0,20,44,5,19,22,31,10,27,12,11,5,5,18,18,55,7,21,15,20,10,20,8,8,5,2,22,1.107438017,0.920634921,0.186803096,9
2007,137,1272,73,1317,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25,1.020979021,0.805555556,0.215423465,15
2007,137,1305,77,1166,71,N,1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17,1.033557047,0.986111111,0.047445936,6
2007,137,1332,58,1275,56,N,0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15,1.08411215,1.056603774,0.027508376,2
2007,137,1345,72,1112,63,N,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23,1.082706767,0.926470588,0.156236179,9
2007,137,1356,61,1221,51,N,0,18,41,2,12,23,30,9,19,11,18,9,3,21,14,42,1,11,22,31,11,19,10,20,9,0,23,0.938461538,0.766917293,0.171544245,10
2007,137,1397,121,1253,86,N,0,43,73,14,27,21,30,16,27,25,6,11,4,20,32,65,12,21,10,14,9,19,11,13,2,3,23,1.551282051,1.131578947,0.419703104,35
2007,137,1400,79,1308,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22,1.128571429,0.971014493,0.157556936,12
2007,137,1424,67,1210,63,N,0,19,60,8,30,21,27,24,20,15,9,5,5,20,25,61,3,11,10,17,21,20,11,11,6,4,23,1.145299145,1.058823529,0.086475616,4
2007,137,1425,77,1116,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20,1.175572519,0.882352941,0.293219578,17
2007,137,1438,84,1107,57,N,0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19,1.448275862,0.974358974,0.473916888,27
2007,137,1439,54,1228,52,N,0,15,42,6,14,18,28,4,18,11,9,11,4,12,19,45,6,17,8,15,9,28,12,21,3,1,22,0.885245902,0.80620155,0.079044351,2
2007,137,1457,74,1323,64,N,0,28,62,8,21,10,19,10,33,20,13,5,6,16,28,67,4,22,4,13,12,29,10,13,10,2,22,0.993288591,0.859060403,0.134228188,10
2007,137,1458,76,1394,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,20,46,6,12,17,25,7,27,16,17,5,5,26,1.101449275,0.919708029,0.181741246,13
2007,138,1139,62,1268,59,N,0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13,1.050847458,0.991596639,0.059250819,3
2007,138,1207,62,1130,55,N,0,22,52,4,16,14,19,17,21,12,10,6,7,14,21,55,6,21,7,11,16,17,9,9,6,3,17,1.137614679,1.028037383,0.109577296,7
2007,138,1314,81,1277,67,N,0,25,52,6,16,25,34,14,26,12,10,6,3,17,22,59,8,20,15,17,11,18,15,10,5,0,27,1.246153846,1.007518797,0.238635049,14
2007,138,1326,78,1462,71,N,1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21,1.04,0.97260274,0.06739726,7
2007,138,1338,84,1433,79,N,1,31,57,6,12,16,27,14,28,20,16,5,6,17,29,71,7,23,14,17,15,19,13,7,9,3,22,1.15862069,1.104895105,0.053725585,5
2007,138,1401,72,1257,69,N,0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28,1.099236641,1.037593985,0.061642656,3
2007,138,1417,54,1231,49,N,0,17,47,2,9,18,24,9,29,10,10,6,2,19,17,52,5,16,10,21,13,25,8,12,4,4,19,0.9,0.796747967,0.103252033,5
2007,138,1435,78,1450,74,N,2,27,63,10,27,14,18,11,28,13,17,12,2,17,27,60,7,19,13,17,9,27,16,19,10,4,16,1,0.942675159,0.057324841,4
2007,139,1196,74,1345,67,N,0,21,42,5,18,27,31,7,24,11,15,7,4,14,28,59,5,17,6,13,11,17,15,12,12,1,23,1.129770992,1.007518797,0.122252195,7
2007,139,1242,88,1246,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22,1.323308271,1.142857143,0.180451128,12
2007,139,1272,78,1305,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22,1.114285714,0.892086331,0.222199383,16
2007,139,1332,75,1457,61,N,0,27,56,11,23,10,12,10,21,8,10,4,0,13,24,61,8,31,5,8,18,20,13,15,4,3,14,1.209677419,0.983870968,0.225806452,14
2007,139,1356,63,1439,48,N,0,19,43,12,21,13,23,6,24,11,9,5,3,19,19,46,2,13,8,16,5,24,3,11,3,2,21,1.095652174,0.8,0.295652174,15
