Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Home,Neutral,Away,Numot,Win
2009,138,2009_1345,76,2009_1449,74,N,0,1,0,0,1
2009,138,2009_1437,89,2009_1417,69,N,0,1,0,0,1
2009,139,2009_1112,71,2009_1156,57,N,0,1,0,0,1
2009,139,2009_1242,60,2009_1173,43,N,0,1,0,0,1
2009,139,2009_1257,79,2009_1373,72,N,0,1,0,0,1
2009,139,2009_1277,74,2009_1425,69,N,0,1,0,0,1
2009,139,2009_1281,83,2009_1266,79,N,0,1,0,0,1
2009,139,2009_1338,84,2009_1329,76,N,0,1,0,0,1
2009,139,2009_1393,78,2009_1113,67,N,0,1,0,0,1
2009,139,2009_1462,60,2009_1458,49,N,0,1,0,0,1
2009,143,2009_1163,72,2009_1345,60,N,0,1,0,0,1
2009,143,2009_1281,102,2009_1272,91,N,0,1,0,0,1
2009,143,2009_1338,60,2009_1462,55,N,0,1,0,0,1
2009,143,2009_1437,77,2009_1181,54,N,0,1,0,0,1
2009,144,2009_1257,103,2009_1112,64,N,0,1,0,0,1
2009,144,2009_1277,67,2009_1242,62,N,0,1,0,0,1
2009,144,2009_1314,98,2009_1211,77,N,0,1,0,0,1
2009,144,2009_1328,84,2009_1393,71,N,0,1,0,0,1
2009,145,2009_1163,82,2009_1281,75,N,0,1,0,0,1
2009,145,2009_1437,78,2009_1338,76,N,0,1,0,0,1
2009,146,2009_1277,64,2009_1257,52,N,0,1,0,0,1
2009,146,2009_1314,72,2009_1328,60,N,0,1,0,0,1
2009,152,2009_1277,82,2009_1163,73,N,0,1,0,0,1
2009,152,2009_1314,83,2009_1437,69,N,0,1,0,0,1
2009,154,2009_1314,89,2009_1277,72,N,0,1,0,0,1
2010,134,2010_1115,61,2010_1457,44,N,0,1,0,0,1
2010,136,2010_1124,68,2010_1358,59,N,0,1,0,0,1
2010,136,2010_1139,77,2010_1431,59,N,0,1,0,0,1
2010,136,2010_1140,99,2010_1196,92,N,0,1,0,2,1
2010,136,2010_1242,90,2010_1250,74,N,0,1,0,0,1
2010,136,2010_1243,82,2010_1317,62,N,0,1,0,0,1
2010,136,2010_1246,100,2010_1190,71,N,0,1,0,0,1
2010,136,2010_1293,66,2010_1435,65,N,0,1,0,0,1
2010,136,2010_1307,62,2010_1285,57,N,0,1,0,0,1
2010,136,2010_1320,69,2010_1424,66,N,0,1,0,0,1
2010,136,2010_1325,97,2010_1207,83,N,0,1,0,0,1
2010,136,2010_1330,51,2010_1323,50,N,0,1,0,0,1
2010,136,2010_1388,80,2010_1350,71,N,0,1,0,0,1
2010,136,2010_1397,62,2010_1361,59,N,0,1,0,0,1
2010,136,2010_1437,73,2010_1352,70,N,0,1,0,1,1
2010,136,2010_1448,81,2010_1400,80,N,0,1,0,1,1
2010,136,2010_1449,80,2010_1266,78,N,0,1,0,0,1
2010,137,2010_1143,77,2010_1257,62,N,0,1,0,0,1
2010,137,2010_1165,78,2010_1396,65,N,0,1,0,0,1
2010,137,2010_1181,73,2010_1115,44,N,0,1,0,0,1
2010,137,2010_1210,64,2010_1329,59,N,0,1,0,0,1
2010,137,2010_1211,67,2010_1199,60,N,0,1,0,0,1
2010,137,2010_1268,89,2010_1222,77,N,0,1,0,0,1
2010,137,2010_1277,70,2010_1308,67,N,0,1,0,0,1
2010,137,2010_1281,86,2010_1155,78,N,0,1,0,0,1
2010,137,2010_1326,68,2010_1364,51,N,0,1,0,0,1
2010,137,2010_1338,89,2010_1324,66,N,0,1,0,0,1
2010,137,2010_1345,72,2010_1373,64,N,0,1,0,0,1
2010,137,2010_1393,79,2010_1436,56,N,0,1,0,0,1
2010,137,2010_1401,69,2010_1429,53,N,0,1,0,0,1
2010,137,2010_1452,77,2010_1288,50,N,0,1,0,0,1
2010,137,2010_1458,53,2010_1459,49,N,0,1,0,0,1
2010,137,2010_1462,65,2010_1278,54,N,0,1,0,0,1
2010,138,2010_1124,76,2010_1330,68,N,0,1,0,0,1
2010,138,2010_1139,54,2010_1293,52,N,0,1,0,0,1
2010,138,2010_1243,84,2010_1140,72,N,0,1,0,0,1
2010,138,2010_1246,90,2010_1448,60,N,0,1,0,0,1
2010,138,2010_1320,69,2010_1242,67,N,0,1,0,0,1
2010,138,2010_1388,75,2010_1437,68,N,0,1,0,0,1
2010,138,2010_1397,83,2010_1325,68,N,0,1,0,0,1
2010,138,2010_1449,82,2010_1307,64,N,0,1,0,0,1
2010,139,2010_1165,87,2010_1458,69,N,0,1,0,0,1
2010,139,2010_1181,68,2010_1143,53,N,0,1,0,0,1
2010,139,2010_1277,85,2010_1268,83,N,0,1,0,0,1
2010,139,2010_1326,75,2010_1210,66,N,0,1,0,0,1
2010,139,2010_1345,63,2010_1401,61,N,0,1,0,1,1
2010,139,2010_1393,87,2010_1211,65,N,0,1,0,0,1
2010,139,2010_1452,68,2010_1281,59,N,0,1,0,0,1
2010,139,2010_1462,71,2010_1338,68,N,0,1,0,0,1
2010,143,2010_1139,63,2010_1393,59,N,0,1,0,0,1
2010,143,2010_1243,101,2010_1462,96,N,0,1,0,2,1
2010,143,2010_1246,62,2010_1165,45,N,0,1,0,0,1
2010,143,2010_1452,69,2010_1449,56,N,0,1,0,0,1
2010,144,2010_1124,72,2010_1388,49,N,0,1,0,0,1
2010,144,2010_1181,70,2010_1345,57,N,0,1,0,0,1
2010,144,2010_1277,59,2010_1320,52,N,0,1,0,0,1
2010,144,2010_1397,76,2010_1326,73,N,0,1,0,0,1
2010,145,2010_1139,63,2010_1243,56,N,0,1,0,0,1
2010,145,2010_1452,73,2010_1246,66,N,0,1,0,0,1
2010,146,2010_1181,78,2010_1124,71,N,0,1,0,0,1
2010,146,2010_1277,70,2010_1397,69,N,0,1,0,0,1
2010,152,2010_1139,52,2010_1277,50,N,0,1,0,0,1
2010,152,2010_1181,78,2010_1452,57,N,0,1,0,0,1
2010,154,2010_1181,61,2010_1139,59,N,0,1,0,0,1
2011,134,2011_1155,70,2011_1412,52,N,0,1,0,0,1
2011,134,2011_1421,81,2011_1114,77,N,0,1,0,1,1
2011,135,2011_1427,70,2011_1106,61,N,0,1,0,0,1
2011,135,2011_1433,59,2011_1425,46,N,0,1,0,0,1
2011,136,2011_1139,60,2011_1330,58,N,0,1,0,0,1
2011,136,2011_1140,74,2011_1459,66,N,0,1,0,0,1
2011,136,2011_1153,78,2011_1281,63,N,0,1,0,0,1
2011,136,2011_1163,81,2011_1137,52,N,0,1,0,0,1
2011,136,2011_1196,79,2011_1364,51,N,0,1,0,0,1
2011,136,2011_1211,86,2011_1385,71,N,0,1,0,0,1
2011,136,2011_1243,73,2011_1429,68,N,0,1,0,0,1
2011,136,2011_1246,59,2011_1343,57,N,0,1,0,0,1
2011,136,2011_1287,62,2011_1257,61,N,0,1,0,0,1
2011,136,2011_1338,74,2011_1421,51,N,0,1,0,0,1
2011,136,2011_1350,69,2011_1435,66,N,0,1,0,0,1
2011,136,2011_1361,68,2011_1294,50,N,0,1,0,0,1
2011,136,2011_1396,66,2011_1336,64,N,0,1,0,0,1
2011,136,2011_1417,78,2011_1277,76,N,0,1,0,0,1
2011,136,2011_1452,84,2011_1155,76,N,0,1,0,0,1
2011,136,2011_1458,72,2011_1125,58,N,0,1,0,0,1
2011,137,2011_1112,77,2011_1272,75,N,0,1,0,0,1
2011,137,2011_1181,87,2011_1214,45,N,0,1,0,0,1
2011,137,2011_1199,57,2011_1401,50,N,0,1,0,0,1
2011,137,2011_1206,61,2011_1437,57,N,0,1,0,0,1
2011,137,2011_1228,73,2011_1424,62,N,0,1,0,0,1
2011,137,2011_1242,72,2011_1131,53,N,0,1,0,0,1
2011,137,2011_1266,66,2011_1462,55,N,0,1,0,0,1
2011,137,2011_1276,75,2011_1397,45,N,0,1,0,0,1
2011,137,2011_1314,102,2011_1254,87,N,0,1,0,0,1
2011,137,2011_1323,69,2011_1103,56,N,0,1,0,0,1
2011,137,2011_1326,75,2011_1427,46,N,0,1,0,0,1
2011,137,2011_1345,65,2011_1389,43,N,0,1,0,0,1
2011,137,2011_1393,77,2011_1232,60,N,0,1,0,0,1
2011,137,2011_1400,85,2011_1324,81,N,0,1,0,0,1
2011,137,2011_1433,74,2011_1207,56,N,0,1,0,0,1
2011,137,2011_1449,68,2011_1208,65,N,0,1,0,0,1
2011,138,2011_1139,71,2011_1338,70,N,0,1,0,0,1
2011,138,2011_1140,89,2011_1211,67,N,0,1,0,0,1
2011,138,2011_1163,69,2011_1153,58,N,0,1,0,0,1
2011,138,2011_1196,73,2011_1417,65,N,0,1,0,0,1
2011,138,2011_1246,71,2011_1452,63,N,0,1,0,0,1
2011,138,2011_1350,65,2011_1287,48,N,0,1,0,0,1
2011,138,2011_1361,71,2011_1396,64,N,0,1,0,2,1
2011,138,2011_1458,70,2011_1243,65,N,0,1,0,0,1
2011,139,2011_1112,70,2011_1400,69,N,0,1,0,0,1
2011,139,2011_1181,73,2011_1276,71,N,0,1,0,0,1
2011,139,2011_1199,71,2011_1323,57,N,0,1,0,0,1
2011,139,2011_1242,73,2011_1228,59,N,0,1,0,0,1
2011,139,2011_1266,66,2011_1393,62,N,0,1,0,0,1
2011,139,2011_1314,86,2011_1449,83,N,0,1,0,0,1
2011,139,2011_1326,98,2011_1206,66,N,0,1,0,0,1
2011,139,2011_1433,94,2011_1345,76,N,0,1,0,0,1
2011,143,2011_1112,93,2011_1181,77,N,0,1,0,0,1
2011,143,2011_1139,61,2011_1458,54,N,0,1,0,0,1
2011,143,2011_1163,74,2011_1361,67,N,0,1,0,0,1
2011,143,2011_1196,83,2011_1140,74,N,0,1,0,1,1
2011,144,2011_1242,77,2011_1350,57,N,0,1,0,0,1
2011,144,2011_1246,62,2011_1326,60,N,0,1,0,0,1
2011,144,2011_1314,81,2011_1266,63,N,0,1,0,0,1
2011,144,2011_1433,72,2011_1199,71,N,0,1,0,1,1
2011,145,2011_1139,74,2011_1196,71,N,0,1,0,1,1
2011,145,2011_1163,65,2011_1112,63,N,0,1,0,0,1
2011,146,2011_1246,76,2011_1314,69,N,0,1,0,0,1
2011,146,2011_1433,71,2011_1242,61,N,0,1,0,0,1
2011,152,2011_1139,70,2011_1433,62,N,0,1,0,0,1
2011,152,2011_1163,56,2011_1246,55,N,0,1,0,0,1
2011,154,2011_1163,53,2011_1139,41,N,0,1,0,0,1
2012,134,2012_1140,78,2012_1233,72,N,0,1,0,0,1
2012,134,2012_1443,59,2012_1290,58,N,0,1,0,0,1
2012,135,2012_1378,65,2012_1143,54,N,0,1,0,0,1
2012,135,2012_1436,71,2012_1249,59,N,0,1,0,0,1
2012,136,2012_1124,68,2012_1355,60,N,0,1,0,0,1
2012,136,2012_1160,68,2012_1424,64,N,0,1,0,0,1
2012,136,2012_1211,77,2012_1452,54,N,0,1,0,0,1
2012,136,2012_1231,79,2012_1308,66,N,0,1,0,0,1
2012,136,2012_1235,77,2012_1163,64,N,0,1,0,0,1
2012,136,2012_1243,70,2012_1379,64,N,0,1,0,0,1
2012,136,2012_1246,81,2012_1443,66,N,0,1,0,0,1
2012,136,2012_1257,69,2012_1172,62,N,0,1,0,0,1
2012,136,2012_1266,88,2012_1140,68,N,0,1,0,0,1
2012,136,2012_1293,58,2012_1161,41,N,0,1,0,0,1
2012,136,2012_1307,75,2012_1253,68,N,0,1,0,0,1
2012,136,2012_1326,78,2012_1259,59,N,0,1,0,0,1
2012,136,2012_1393,72,2012_1421,65,N,0,1,0,0,1
2012,136,2012_1433,62,2012_1455,59,N,0,1,0,0,1
2012,136,2012_1435,79,2012_1217,70,N,0,1,0,0,1
2012,136,2012_1458,73,2012_1285,49,N,0,1,0,0,1
2012,137,2012_1153,65,2012_1400,59,N,0,1,0,0,1
2012,137,2012_1166,58,2012_1104,57,N,0,1,0,0,1
2012,137,2012_1196,71,2012_1438,45,N,0,1,0,0,1
2012,137,2012_1199,66,2012_1382,63,N,0,1,0,0,1
2012,137,2012_1207,74,2012_1125,59,N,0,1,0,0,1
2012,137,2012_1242,65,2012_1178,50,N,0,1,0,0,1
2012,137,2012_1250,75,2012_1181,70,N,0,1,0,0,1
2012,137,2012_1277,89,2012_1254,67,N,0,1,0,0,1
2012,137,2012_1301,79,2012_1361,65,N,0,1,0,0,1
2012,137,2012_1313,86,2012_1281,84,N,0,1,0,0,1
2012,137,2012_1314,77,2012_1436,58,N,0,1,0,0,1
2012,137,2012_1325,65,2012_1276,60,N,0,1,0,0,1
2012,137,2012_1345,72,2012_1388,69,N,0,1,0,0,1
2012,137,2012_1378,58,2012_1396,44,N,0,1,0,0,1
2012,137,2012_1387,61,2012_1272,54,N,0,1,0,0,1
2012,137,2012_1462,67,2012_1323,63,N,0,1,0,0,1
2012,138,2012_1124,80,2012_1160,63,N,0,1,0,0,1
2012,138,2012_1231,63,2012_1433,61,N,0,1,0,0,1
2012,138,2012_1246,87,2012_1235,71,N,0,1,0,0,1
2012,138,2012_1257,59,2012_1307,56,N,0,1,0,0,1
2012,138,2012_1266,62,2012_1293,53,N,0,1,0,0,1
2012,138,2012_1326,73,2012_1211,66,N,0,1,0,0,1
2012,138,2012_1393,75,2012_1243,59,N,0,1,0,0,1
2012,138,2012_1458,60,2012_1435,57,N,0,1,0,0,1
2012,139,2012_1153,62,2012_1199,56,N,0,1,0,0,1
2012,139,2012_1196,84,2012_1313,50,N,0,1,0,0,1
2012,139,2012_1242,63,2012_1345,60,N,0,1,0,0,1
2012,139,2012_1277,65,2012_1387,61,N,0,1,0,0,1
2012,139,2012_1301,66,2012_1207,63,N,0,1,0,0,1
2012,139,2012_1314,87,2012_1166,73,N,0,1,0,0,1
2012,139,2012_1325,62,2012_1378,56,N,0,1,0,0,1
2012,139,2012_1462,70,2012_1250,58,N,0,1,0,0,1
2012,143,2012_1196,68,2012_1266,58,N,0,1,0,0,1
2012,143,2012_1257,57,2012_1277,44,N,0,1,0,0,1
2012,143,2012_1326,81,2012_1153,66,N,0,1,0,0,1
2012,143,2012_1393,64,2012_1458,63,N,0,1,0,0,1
2012,144,2012_1124,75,2012_1462,70,N,0,1,0,0,1
2012,144,2012_1242,60,2012_1301,57,N,0,1,0,0,1
2012,144,2012_1246,102,2012_1231,90,N,0,1,0,0,1
2012,144,2012_1314,73,2012_1325,65,N,0,1,0,1,1
2012,145,2012_1257,72,2012_1196,68,N,0,1,0,0,1
2012,145,2012_1326,77,2012_1393,70,N,0,1,0,0,1
2012,146,2012_1242,80,2012_1314,67,N,0,1,0,0,1
2012,146,2012_1246,82,2012_1124,70,N,0,1,0,0,1
2012,152,2012_1242,64,2012_1326,62,N,0,1,0,0,1
2012,152,2012_1246,69,2012_1257,61,N,0,1,0,0,1
2012,154,2012_1246,67,2012_1242,59,N,0,1,0,0,1
2013,134,2013_1299,73,2013_1251,72,N,0,1,0,0,1
2013,134,2013_1388,67,2013_1292,54,N,0,1,0,0,1
2013,135,2013_1241,68,2013_1254,55,N,0,1,0,0,1
2013,135,2013_1247,80,2013_1129,71,N,0,1,0,0,1
2013,136,2013_1112,81,2013_1125,64,N,0,1,0,0,1
2013,136,2013_1139,68,2013_1137,56,N,0,1,0,0,1
2013,136,2013_1143,64,2013_1424,61,N,0,1,0,0,1
2013,136,2013_1161,84,2013_1281,72,N,0,1,0,0,1
2013,136,2013_1211,64,2013_1380,58,N,0,1,0,0,1
2013,136,2013_1217,68,2013_1307,62,N,0,1,0,0,1
2013,136,2013_1257,79,2013_1299,48,N,0,1,0,0,1
2013,136,2013_1266,59,2013_1172,58,N,0,1,0,0,1
2013,136,2013_1272,54,2013_1388,52,N,0,1,0,0,1
2013,136,2013_1276,71,2013_1355,56,N,0,1,0,0,1
2013,136,2013_1277,65,2013_1434,54,N,0,1,0,0,1
2013,136,2013_1332,68,2013_1329,55,N,0,1,0,0,1
2013,136,2013_1387,64,2013_1308,44,N,0,1,0,0,1
2013,136,2013_1393,81,2013_1285,34,N,0,1,0,0,1
2013,136,2013_1433,88,2013_1103,42,N,0,1,0,0,1
2013,136,2013_1455,73,2013_1338,55,N,0,1,0,0,1
2013,137,2013_1166,67,2013_1153,63,N,0,1,0,0,1
2013,137,2013_1181,73,2013_1107,61,N,0,1,0,0,1
2013,137,2013_1195,78,2013_1207,68,N,0,1,0,0,1
2013,137,2013_1196,79,2013_1322,47,N,0,1,0,0,1
2013,137,2013_1228,57,2013_1160,49,N,0,1,0,0,1
2013,137,2013_1231,83,2013_1241,62,N,0,1,0,0,1
2013,137,2013_1235,76,2013_1323,58,N,0,1,0,0,1
2013,137,2013_1242,64,2013_1443,57,N,0,1,0,0,1
2013,137,2013_1247,63,2013_1243,61,N,0,1,0,0,1
2013,137,2013_1274,78,2013_1334,49,N,0,1,0,0,1
2013,137,2013_1278,83,2013_1417,63,N,0,1,0,0,1
2013,137,2013_1279,57,2013_1458,46,N,0,1,0,0,1
2013,137,2013_1314,78,2013_1437,71,N,0,1,0,0,1
2013,137,2013_1326,95,2013_1233,70,N,0,1,0,0,1
2013,137,2013_1361,70,2013_1328,55,N,0,1,0,0,1
2013,137,2013_1396,76,2013_1301,72,N,0,1,0,0,1
2013,138,2013_1112,74,2013_1217,51,N,0,1,0,0,1
2013,138,2013_1257,82,2013_1161,56,N,0,1,0,0,1
2013,138,2013_1266,74,2013_1139,72,N,0,1,0,0,1
2013,138,2013_1276,78,2013_1433,53,N,0,1,0,0,1
2013,138,2013_1277,70,2013_1272,48,N,0,1,0,0,1
2013,138,2013_1332,74,2013_1387,57,N,0,1,0,0,1
2013,138,2013_1393,66,2013_1143,60,N,0,1,0,0,1
2013,138,2013_1455,76,2013_1211,70,N,0,1,0,0,1
2013,139,2013_1181,66,2013_1166,50,N,0,1,0,0,1
2013,139,2013_1195,81,2013_1361,71,N,0,1,0,0,1
2013,139,2013_1196,78,2013_1278,64,N,0,1,0,0,1
2013,139,2013_1231,58,2013_1396,52,N,0,1,0,0,1
2013,139,2013_1242,70,2013_1314,58,N,0,1,0,0,1
2013,139,2013_1247,76,2013_1279,74,N,0,1,0,0,1
2013,139,2013_1274,63,2013_1228,59,N,0,1,0,0,1
2013,139,2013_1326,78,2013_1235,75,N,0,1,0,0,1
2013,143,2013_1266,71,2013_1274,61,N,0,1,0,0,1
2013,143,2013_1326,73,2013_1112,70,N,0,1,0,0,1
2013,143,2013_1393,61,2013_1231,50,N,0,1,0,0,1
2013,143,2013_1455,72,2013_1247,58,N,0,1,0,0,1
2013,144,2013_1181,71,2013_1277,61,N,0,1,0,0,1
2013,144,2013_1196,62,2013_1195,50,N,0,1,0,0,1
2013,144,2013_1257,77,2013_1332,69,N,0,1,0,0,1
2013,144,2013_1276,87,2013_1242,85,N,0,1,0,1,1
2013,145,2013_1393,55,2013_1266,39,N,0,1,0,0,1
2013,145,2013_1455,70,2013_1326,66,N,0,1,0,0,1
2013,146,2013_1257,85,2013_1181,63,N,0,1,0,0,1
2013,146,2013_1276,79,2013_1196,59,N,0,1,0,0,1
2013,152,2013_1257,72,2013_1455,68,N,0,1,0,0,1
2013,152,2013_1276,61,2013_1393,56,N,0,1,0,0,1
2013,154,2013_1257,82,2013_1276,76,N,0,1,0,0,1
2014,134,2014_1107,71,2014_1291,64,N,0,1,0,0,1
2014,134,2014_1301,74,2014_1462,59,N,0,1,0,0,1
2014,135,2014_1142,81,2014_1411,69,N,0,1,0,0,1
2014,135,2014_1397,78,2014_1234,65,N,0,1,0,1,1
2014,136,2014_1163,89,2014_1386,81,N,0,1,0,1,1
2014,136,2014_1173,60,2014_1326,59,N,0,1,0,0,1
2014,136,2014_1196,67,2014_1107,55,N,0,1,0,0,1
2014,136,2014_1217,61,2014_1153,57,N,0,1,0,0,1
2014,136,2014_1257,71,2014_1264,64,N,0,1,0,0,1
2014,136,2014_1276,57,2014_1459,40,N,0,1,0,0,1
2014,136,2014_1277,93,2014_1174,78,N,0,1,0,0,1
2014,136,2014_1295,80,2014_1328,75,N,0,1,0,1,1
2014,136,2014_1332,87,2014_1140,68,N,0,1,0,0,1
2014,136,2014_1338,77,2014_1160,48,N,0,1,0,0,1
2014,136,2014_1361,73,2014_1308,69,N,0,1,0,1,1
2014,136,2014_1387,83,2014_1301,80,N,0,1,0,1,1
2014,136,2014_1393,77,2014_1444,53,N,0,1,0,0,1
2014,136,2014_1400,87,2014_1113,85,N,0,1,0,0,1
2014,136,2014_1437,73,2014_1454,53,N,0,1,0,0,1
2014,136,2014_1458,75,2014_1110,35,N,0,1,0,0,1
2014,137,2014_1112,68,2014_1451,59,N,0,1,0,0,1
2014,137,2014_1124,74,2014_1304,60,N,0,1,0,0,1
2014,137,2014_1166,76,2014_1418,66,N,0,1,0,0,1
2014,137,2014_1211,85,2014_1329,77,N,0,1,0,0,1
2014,137,2014_1235,93,2014_1300,75,N,0,1,0,0,1
2014,137,2014_1242,80,2014_1184,69,N,0,1,0,0,1
2014,137,2014_1246,56,2014_1243,49,N,0,1,0,0,1
2014,137,2014_1272,71,2014_1203,66,N,0,1,0,0,1
2014,137,2014_1273,78,2014_1181,71,N,0,1,0,0,1
2014,137,2014_1314,79,2014_1344,77,N,0,1,0,0,1
2014,137,2014_1372,77,2014_1433,75,N,0,1,0,1,1
2014,137,2014_1390,58,2014_1307,53,N,0,1,0,0,1
2014,137,2014_1397,86,2014_1269,67,N,0,1,0,0,1
2014,137,2014_1417,76,2014_1409,59,N,0,1,0,0,1
2014,137,2014_1438,70,2014_1157,59,N,0,1,0,0,1
2014,137,2014_1455,64,2014_1142,37,N,0,1,0,0,1
2014,138,2014_1163,77,2014_1437,65,N,0,1,0,0,1
2014,138,2014_1173,55,2014_1393,53,N,0,1,0,0,1
2014,138,2014_1196,61,2014_1338,45,N,0,1,0,0,1
2014,138,2014_1257,66,2014_1387,51,N,0,1,0,0,1
2014,138,2014_1276,79,2014_1400,65,N,0,1,0,0,1
2014,138,2014_1277,80,2014_1217,73,N,0,1,0,0,1
2014,138,2014_1361,63,2014_1295,44,N,0,1,0,0,1
2014,138,2014_1458,85,2014_1332,77,N,0,1,0,0,1
2014,139,2014_1112,84,2014_1211,61,N,0,1,0,0,1
2014,139,2014_1124,85,2014_1166,55,N,0,1,0,0,1
2014,139,2014_1235,85,2014_1314,83,N,0,1,0,0,1
2014,139,2014_1246,78,2014_1455,76,N,0,1,0,0,1
2014,139,2014_1390,60,2014_1242,57,N,0,1,0,0,1
2014,139,2014_1397,83,2014_1273,63,N,0,1,0,0,1
2014,139,2014_1417,77,2014_1372,60,N,0,1,0,0,1
2014,139,2014_1438,78,2014_1272,60,N,0,1,0,0,1
2014,143,2014_1112,70,2014_1361,64,N,0,1,0,0,1
2014,143,2014_1173,82,2014_1390,72,N,0,1,0,0,1
2014,143,2014_1196,79,2014_1417,68,N,0,1,0,0,1
2014,143,2014_1458,69,2014_1124,52,N,0,1,0,0,1
2014,144,2014_1163,81,2014_1235,76,N,0,1,0,0,1
2014,144,2014_1246,74,2014_1257,69,N,0,1,0,0,1
2014,144,2014_1276,73,2014_1397,71,N,0,1,0,0,1
2014,144,2014_1277,61,2014_1438,59,N,0,1,0,0,1
2014,145,2014_1196,62,2014_1173,52,N,0,1,0,0,1
2014,145,2014_1458,64,2014_1112,63,N,0,1,0,1,1
2014,146,2014_1163,60,2014_1277,54,N,0,1,0,0,1
2014,146,2014_1246,75,2014_1276,72,N,0,1,0,0,1
2014,152,2014_1163,63,2014_1196,53,N,0,1,0,0,1
2014,152,2014_1246,74,2014_1458,73,N,0,1,0,0,1
2014,154,2014_1163,60,2014_1246,54,N,0,1,0,0,1
2015,134,2015_1214,74,2015_1264,64,N,0,1,0,0,1
2015,134,2015_1279,94,2015_1140,90,N,0,1,0,0,1
2015,135,2015_1173,56,2015_1129,55,N,0,1,0,0,1
2015,135,2015_1352,81,2015_1316,77,N,0,1,0,0,1
2015,136,2015_1112,93,2015_1411,72,N,0,1,0,0,1
2015,136,2015_1116,56,2015_1459,53,N,0,1,0,0,1
2015,136,2015_1139,56,2015_1400,48,N,0,1,0,0,1
2015,136,2015_1153,66,2015_1345,65,N,0,1,0,1,1
2015,136,2015_1207,84,2015_1186,74,N,0,1,0,0,1
2015,136,2015_1209,57,2015_1124,56,N,0,1,0,0,1
2015,136,2015_1246,79,2015_1214,56,N,0,1,0,0,1
2015,136,2015_1301,66,2015_1261,65,N,0,1,0,0,1
2015,136,2015_1314,67,2015_1217,65,N,0,1,0,0,1
2015,136,2015_1323,69,2015_1318,65,N,0,1,0,0,1
2015,136,2015_1326,75,2015_1433,72,N,0,1,0,1,1
2015,136,2015_1412,60,2015_1235,59,N,0,1,0,0,1
2015,136,2015_1417,60,2015_1374,59,N,0,1,0,0,1
2015,136,2015_1428,57,2015_1372,50,N,0,1,0,0,1
2015,136,2015_1437,93,2015_1248,52,N,0,1,0,0,1
2015,136,2015_1462,76,2015_1279,57,N,0,1,0,0,1
2015,137,2015_1173,66,2015_1344,53,N,0,1,0,0,1
2015,137,2015_1181,85,2015_1352,56,N,0,1,0,0,1
2015,137,2015_1211,86,2015_1295,76,N,0,1,0,0,1
2015,137,2015_1234,83,2015_1172,52,N,0,1,0,0,1
2015,137,2015_1242,75,2015_1308,56,N,0,1,0,0,1
2015,137,2015_1257,57,2015_1414,55,N,0,1,0,0,1
2015,137,2015_1268,65,2015_1434,62,N,0,1,0,0,1
2015,137,2015_1277,70,2015_1208,63,N,0,1,0,0,1
2015,137,2015_1320,71,2015_1461,54,N,0,1,0,0,1
2015,137,2015_1328,69,2015_1107,60,N,0,1,0,0,1
2015,137,2015_1332,79,2015_1329,73,N,0,1,0,0,1
2015,137,2015_1361,76,2015_1385,64,N,0,1,0,0,1
2015,137,2015_1438,79,2015_1125,67,N,0,1,0,0,1
2015,137,2015_1452,68,2015_1138,62,N,0,1,0,0,1
2015,137,2015_1455,81,2015_1231,76,N,0,1,0,0,1
2015,137,2015_1458,86,2015_1157,72,N,0,1,0,0,1
2015,138,2015_1112,73,2015_1326,58,N,0,1,0,0,1
2015,138,2015_1246,64,2015_1153,51,N,0,1,0,0,1
2015,138,2015_1301,71,2015_1437,68,N,0,1,0,0,1
2015,138,2015_1314,87,2015_1116,78,N,0,1,0,0,1
2015,138,2015_1323,67,2015_1139,64,N,0,1,0,1,1
2015,138,2015_1417,92,2015_1412,75,N,0,1,0,0,1
2015,138,2015_1428,75,2015_1207,64,N,0,1,0,0,1
2015,138,2015_1462,75,2015_1209,67,N,0,1,0,0,1
2015,139,2015_1181,68,2015_1361,49,N,0,1,0,0,1
2015,139,2015_1211,87,2015_1234,68,N,0,1,0,0,1
2015,139,2015_1257,66,2015_1320,53,N,0,1,0,0,1
2015,139,2015_1277,60,2015_1438,54,N,0,1,0,0,1
2015,139,2015_1328,72,2015_1173,66,N,0,1,0,0,1
2015,139,2015_1452,69,2015_1268,59,N,0,1,0,0,1
2015,139,2015_1455,78,2015_1242,65,N,0,1,0,0,1
2015,139,2015_1458,72,2015_1332,65,N,0,1,0,0,1
2015,143,2015_1112,68,2015_1462,60,N,0,1,0,0,1
2015,143,2015_1246,78,2015_1452,39,N,0,1,0,0,1
2015,143,2015_1323,81,2015_1455,70,N,0,1,0,0,1
2015,143,2015_1458,79,2015_1314,72,N,0,1,0,0,1
2015,144,2015_1181,63,2015_1428,57,N,0,1,0,0,1
2015,144,2015_1211,74,2015_1417,62,N,0,1,0,0,1
2015,144,2015_1257,75,2015_1301,65,N,0,1,0,0,1
2015,144,2015_1277,62,2015_1328,58,N,0,1,0,0,1
2015,145,2015_1246,68,2015_1323,66,N,0,1,0,0,1
2015,145,2015_1458,85,2015_1112,78,N,0,1,0,0,1
2015,146,2015_1181,66,2015_1211,52,N,0,1,0,0,1
2015,146,2015_1277,76,2015_1257,70,N,0,1,0,1,1
2015,152,2015_1181,81,2015_1277,61,N,0,1,0,0,1
